consent_type,demographic.country_of_residence_at_enrollment,demographic.ethnicity,demographic.gender,demographic.race,demographic.sex_at_birth,diagnoses[].age_at_diagnosis,diagnoses[].ajcc_pathologic_m,diagnoses[].ajcc_pathologic_n,diagnoses[].ajcc_pathologic_t,diagnoses[].child_pugh_classification,diagnoses[].diagnosis_is_primary_disease,diagnoses[].ishak_fibrosis_score,diagnoses[].morphology,diagnoses[].pathology_details[].vascular_invasion_present,diagnoses[].pathology_details[].vascular_invasion_type,diagnoses[].primary_diagnosis,diagnoses[].prior_malignancy,diagnoses[].prior_treatment,diagnoses[].residual_disease,diagnoses[].tissue_or_organ_of_origin,diagnoses[].treatments[].initial_disease_status,diagnoses[].treatments[].treatment_anatomic_sites,diagnoses[].treatments[].treatment_type,diagnoses[].tumor_grade,diagnoses[].tumor_of_origin,family_histories[].relative_with_cancer_history,follow_ups[].disease_response,follow_ups[].ecog_performance_status,follow_ups[].molecular_tests[].blood_test_normal_range_lower,follow_ups[].molecular_tests[].blood_test_normal_range_upper,follow_ups[].molecular_tests[].laboratory_test,follow_ups[].molecular_tests[].test_units,follow_ups[].molecular_tests[].test_value,follow_ups[].other_clinical_attributes[].bmi,follow_ups[].other_clinical_attributes[].height,follow_ups[].other_clinical_attributes[].risk_factors,follow_ups[].other_clinical_attributes[].timepoint_category,follow_ups[].other_clinical_attributes[].viral_hepatitis_serology_tests,follow_ups[].other_clinical_attributes[].weight,follow_ups[].timepoint_category,lost_to_followup
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
